275055,122532,AAPL,103.27,50
276882,245830,AAPL,126.816,50
43768,186059,AAPL,109.629,100
52040,111898,AAPL,106.641,100
219934,284278,AAPL,111.442,50
35379,141723,AAPL,114.717,100
28458,249122,AAPL,116.914,50
28458,191171,AAPL,114.64,50
220483,191171,AAPL,114.64,50
53959,147283,AAPL,129.399,100
248720,109485,AAPL,160.109,50
25433,198898,AAPL,106.588,100
263950,225171,AAPL,108.699,50
78224,159426,AAPL,109.275,100
23875,233378,AAPL,119.072,50
23875,173109,AAPL,119.715,50
99181,173109,AAPL,119.715,50
68825,252433,AAPL,136.242,50
68825,146081,AAPL,136.781,50
99181,167057,AAPL,130.423,50
68977,167057,AAPL,130.423,50
68977,146081,AAPL,136.781,50
90415,177685,AAPL,101.584,100
95820,231491,AAPL,168.86,50
95820,156728,AAPL,170.307,50
47643,170337,AAPL,149.116,100
74570,207722,AAPL,127.633,50
74570,143437,AAPL,128.747,50
89126,143437,AAPL,128.747,50
233149,226621,AAPL,154.786,50
89126,156728,AAPL,170.307,50
36610,202254,AAPL,176.616,50
36610,121269,AAPL,178.125,50
259999,277017,AAPL,117.24,50
60099,100657,AAPL,118.385,100
53195,223428,AAPL,162.537,50
22197,196776,AAPL,166.586,100
53195,198382,AAPL,96.4139,50
89744,198382,AAPL,96.4139,50
22957,101354,AAPL,141.832,100
75482,292972,AAPL,144.243,50
75482,142491,AAPL,101.651,50
89744,142491,AAPL,101.651,50
55856,150399,AAPL,154.668,100
13083,201173,AAPL,155.357,50
13083,206506,AAPL,164.759,50
206141,136104,AAPL,163.082,50
34154,136104,AAPL,163.082,50
34154,162844,AAPL,140.453,50
226814,162844,AAPL,140.453,50
46039,126969,AAPL,144.313,100
11956,184264,AAPL,135.437,100
34673,274295,AAPL,137.469,50
99355,232621,AAPL,147.586,50
99355,141351,AAPL,167.51,50
75358,141351,AAPL,167.51,50
222181,121269,AAPL,178.125,50
75358,125849,AAPL,179.652,50
9954,141551,AAPL,165.177,100
51238,153666,AAPL,117.175,100
220019,183174,AAPL,120.908,50
34673,205216,AAPL,121.152,50
75474,125062,AAPL,120.33,100
285948,183174,AAPL,120.908,50
52160,134562,AAPL,128.455,100
27583,196980,AAPL,146.574,100
24220,128789,AAPL,163.601,100
229391,242723,AAPL,163.656,50
2671,179969,AAPL,102.418,100
213899,191499,AAPL,140.294,50
29649,191499,AAPL,140.294,50
19915,196180,AAPL,165.738,100
275634,150186,AAPL,171.704,50
29649,181519,AAPL,114.734,50
257464,290244,AAPL,115.751,50
284280,181519,AAPL,114.734,50
65002,181712,AAPL,111.933,100
40435,150186,AAPL,171.704,50
40435,185205,AAPL,145.137,50
202450,296911,AAPL,147.29,50
63610,185205,AAPL,145.137,50
246579,171522,AAPL,156.898,50
821,174882,AAPL,133.639,100
246092,171522,AAPL,156.898,50
64794,105994,AAPL,142.497,100
19017,163036,AAPL,160.205,100
63610,148569,AAPL,110.563,50
54166,148569,AAPL,110.563,50
20172,113091,AAPL,163.926,100
263370,235624,AAPL,177.827,50
53333,191087,AAPL,178.046,100
82639,263590,AAPL,177.907,50
82639,182437,AAPL,178.723,50
78257,182437,AAPL,178.723,50
78257,161075,AAPL,179.404,50
203566,187226,AAPL,114.324,50
54166,265725,AAPL,114.543,50
208437,187226,AAPL,114.324,50
275551,168111,AAPL,133.771,50
64045,168111,AAPL,133.771,50
35344,161075,AAPL,179.404,50
229294,125849,AAPL,179.652,50
35344,184850,AAPL,180.963,50
64045,117832,AAPL,99.6325,50
73339,117832,AAPL,99.6325,50
52741,184850,AAPL,180.963,50
52741,153826,AAPL,181.955,50
15609,166496,AAPL,155.765,100
84523,152251,AAPL,172.675,100
242530,161079,AAPL,133.773,50
212763,161079,AAPL,133.773,50
39053,120528,AAPL,147.388,100
87639,259819,AAPL,149.92,50
87639,124643,AAPL,152.293,50
73339,186463,AAPL,133.098,50
247661,186463,AAPL,133.098,50
81086,171472,AAPL,151.646,100
261900,124643,AAPL,152.293,50
229154,207394,AAPL,156.438,50
76784,118107,AAPL,158.365,100
263633,109912,AAPL,177.513,50
55951,132100,AAPL,109.282,100
94425,238329,AAPL,111.786,50
94425,108585,AAPL,132.205,50
286966,108585,AAPL,132.205,50
89569,109912,AAPL,177.513,50
89569,153826,AAPL,181.955,50
29613,203786,AAPL,137.723,50
29416,185026,AAPL,141.848,100
29613,187134,AAPL,130.265,50
57914,299853,AAPL,131.617,50
57914,187134,AAPL,130.265,50
234986,139807,AAPL,104.594,50
65625,280869,AAPL,104.677,50
65625,139807,AAPL,104.594,50
11382,225361,AAPL,158.096,50
11382,194465,AAPL,159.524,50
5981,105360,AAPL,132.307,100
87708,194465,AAPL,159.524,50
87708,130775,AAPL,163.986,50
222407,245950,AAPL,115.362,50
58752,126234,AAPL,116.101,100
2293,130775,AAPL,163.986,50
2293,253540,AAPL,163.991,50
15873,268681,AAPL,145.452,50
65014,114811,AAPL,148.72,100
15873,107057,AAPL,109.899,50
29499,107057,AAPL,109.899,50
29499,160596,AAPL,127.264,50
249010,160596,AAPL,127.264,50
212132,147433,AAPL,159.086,50
38147,147433,AAPL,159.086,50
266422,275444,AAPL,171.997,50
38147,185213,AAPL,172.145,50
335,172025,AAPL,114.823,100
238620,119540,AAPL,104.75,50
249764,236997,AAPL,107.188,50
53418,119540,AAPL,104.75,50
53418,239563,AAPL,119.193,50
247035,155382,AAPL,120.261,50
28223,147227,AAPL,121.482,100
19170,155382,AAPL,120.261,50
59895,194057,AAPL,102.429,100
44209,252366,AAPL,136.372,50
44209,191638,AAPL,110.983,50
19170,191638,AAPL,110.983,50
29090,196855,AAPL,141.311,100
272603,222376,AAPL,156.028,50
38957,130504,AAPL,101.158,100
21090,159560,AAPL,151.59,100
69409,232973,AAPL,154.165,50
69409,171198,AAPL,156.212,50
266797,106368,AAPL,99.7819,50
66487,106368,AAPL,99.7819,50
43705,164901,AAPL,137.561,100
273832,215139,AAPL,134.035,50
231867,180569,AAPL,135.736,50
72497,136754,AAPL,99.7717,100
33720,180569,AAPL,135.736,50
33720,145190,AAPL,138.858,50
10,293320,AAPL,132.832,50
10,164191,AAPL,133.092,50
8422,164191,AAPL,133.092,50
8422,145190,AAPL,138.858,50
21784,210647,AAPL,139.437,50
236157,172000,AAPL,150.632,50
21784,172000,AAPL,150.632,50
98986,100034,AAPL,152.558,100
297051,258094,AAPL,155.545,50
33694,132428,AAPL,151.639,100
81884,200754,AAPL,148.839,50
81884,135164,AAPL,134.508,50
94872,135164,AAPL,134.508,50
94872,241089,AAPL,111.633,50
276088,149955,AAPL,112.539,50
267721,149955,AAPL,112.539,50
65375,140353,AAPL,153.369,100
6158,159134,AAPL,125.964,100
96630,250127,AAPL,127.814,50
66839,171198,AAPL,156.212,50
66839,280282,AAPL,157.165,50
96630,178693,AAPL,99.4379,50
92161,209719,AAPL,101.987,50
92161,178693,AAPL,99.4379,50
21117,126095,AAPL,134.182,100
99242,220631,AAPL,135.55,50
232676,187005,AAPL,158.108,50
99242,187005,AAPL,158.108,50
54931,151530,AAPL,171.973,100
48401,185213,AAPL,172.145,50
48401,196522,AAPL,174.486,50
66487,159277,AAPL,108.306,50
39848,159277,AAPL,108.306,50
39848,227549,AAPL,114.637,50
67563,186229,AAPL,116.597,100
37209,196522,AAPL,174.486,50
37209,210539,AAPL,175.054,50
11926,209878,AAPL,147.717,50
11926,190769,AAPL,128.563,50
216632,152302,AAPL,124.235,50
204105,152302,AAPL,124.235,50
96634,108430,AAPL,104.69,100
37967,165595,AAPL,128.308,100
236335,190769,AAPL,128.563,50
19353,105250,AAPL,151.365,100
258628,162718,AAPL,167.954,50
74565,103069,AAPL,109.209,100
235733,162718,AAPL,167.954,50
27682,115464,AAPL,177.256,100
77724,238589,AAPL,118.119,50
77601,151394,AAPL,121.166,100
58803,278155,AAPL,141.686,50
58803,170210,AAPL,142.162,50
97946,170210,AAPL,142.162,50
235104,274723,AAPL,143.603,50
97946,143860,AAPL,146.757,50
15235,143860,AAPL,146.757,50
286251,139366,AAPL,160.732,50
15235,139366,AAPL,160.732,50
77724,103447,AAPL,114.649,50
212082,103447,AAPL,114.649,50
27834,199093,AAPL,176.032,100
249164,179690,AAPL,177.514,50
13846,242496,AAPL,167.538,50
13846,153542,AAPL,169.681,50
86733,267324,AAPL,154.529,50
34319,124071,AAPL,155.53,100
98530,153542,AAPL,169.681,50
98530,197698,AAPL,160.878,50
86733,197698,AAPL,160.878,50
224758,180878,AAPL,173.222,50
84200,141302,AAPL,106.318,100
257344,269440,AAPL,106.951,50
10946,167123,AAPL,161.597,100
240637,171000,AAPL,149.76,50
46286,205108,AAPL,150.982,50
46286,171000,AAPL,149.76,50
62069,277259,AAPL,136.205,50
14462,174951,AAPL,137.64,100
62069,105807,AAPL,142.976,50
25972,137126,AAPL,126.299,100
210911,206628,AAPL,127.076,50
67137,159639,AAPL,118.616,100
54589,296358,AAPL,120.164,50
54589,105807,AAPL,142.976,50
61120,235412,AAPL,144.462,50
61120,137283,AAPL,144.957,50
18325,183458,AAPL,108.87,100
9118,178979,AAPL,100.592,100
26701,159999,AAPL,121.894,100
45107,124260,AAPL,126.602,100
243483,188777,AAPL,126.608,50
71894,188777,AAPL,126.608,50
71894,148617,AAPL,106.495,50
285506,235680,AAPL,108.116,50
74211,148617,AAPL,106.495,50
17638,146894,AAPL,144.826,100
34463,137283,AAPL,144.957,50
34463,241549,AAPL,153.069,50
33766,242738,AAPL,151.054,50
33766,198388,AAPL,151.829,50
28656,188924,AAPL,126.214,100
22596,299356,AAPL,126.992,50
22596,132110,AAPL,113.123,50
74211,132110,AAPL,113.123,50
32904,145289,AAPL,143.036,100
7986,295539,AAPL,143.608,50
7986,198388,AAPL,151.829,50
253877,175789,AAPL,158.547,50
28215,264225,AAPL,164.407,50
28215,175789,AAPL,158.547,50
92331,184096,AAPL,166.463,100
20424,176250,AAPL,139.037,100
288709,271794,AAPL,141.491,50
46355,109439,AAPL,163.555,100
224031,196619,AAPL,167.695,50
99267,153954,AAPL,117.334,100
15469,213271,AAPL,129.301,50
15469,137541,AAPL,104.532,50
235328,230122,AAPL,106.688,50
201114,137541,AAPL,104.532,50
88865,159967,AAPL,105.811,100
2747,220688,AAPL,108.491,50
20239,133726,AAPL,132.886,100
77949,249492,AAPL,140.604,50
77949,158051,AAPL,141.479,50
99958,158051,AAPL,141.479,50
99958,263181,AAPL,150.817,50
2747,196414,AAPL,113.229,50
28447,196414,AAPL,113.229,50
31160,182649,AAPL,151.167,100
1842,164303,AAPL,120.076,100
13159,100870,AAPL,103.065,100
240042,120959,AAPL,104.011,50
28447,120959,AAPL,104.011,50
64030,134495,AAPL,118.378,100
257716,175260,AAPL,109.95,50
253681,175260,AAPL,109.95,50
51352,188549,AAPL,115.338,100
57302,286442,AAPL,117.354,50
57302,235368,AAPL,148.374,50
82050,249809,AAPL,123.598,50
82912,193054,AAPL,125.632,100
292203,116032,AAPL,143.442,50
86252,117553,AAPL,134.064,100
98337,218557,AAPL,134.64,50
278661,116032,AAPL,143.442,50
98337,183348,AAPL,148.694,50
72326,245764,AAPL,133.924,50
72326,191254,AAPL,136.062,50
71704,111154,AAPL,132.897,100
205946,282619,AAPL,125.796,50
51142,113990,AAPL,128.172,100
82050,194151,AAPL,110.683,50
61448,194151,AAPL,110.683,50
61448,133606,AAPL,113.404,50
225218,133606,AAPL,113.404,50
57669,191254,AAPL,136.062,50
232173,183348,AAPL,148.694,50
57669,189944,AAPL,150.128,50
91568,293503,AAPL,104.328,50
60014,111564,AAPL,105.634,100
269147,243633,AAPL,137.404,50
39255,191466,AAPL,137.879,100
10992,189944,AAPL,150.128,50
10992,200361,AAPL,150.535,50
52861,287964,AAPL,154.168,50
52861,253902,AAPL,157.688,50
292586,168428,AAPL,128.152,50
73287,271759,AAPL,128.94,50
73287,168428,AAPL,128.152,50
74967,136873,AAPL,124.824,100
48609,249542,AAPL,117.164,50
270124,126503,AAPL,119.986,50
48609,126503,AAPL,119.986,50
61631,262638,AAPL,124.468,50
61631,107571,AAPL,124.489,50
209451,107571,AAPL,124.489,50
77140,108582,AAPL,120.294,100
60591,191879,AAPL,149.685,100
86034,185770,AAPL,150.303,100
58697,122037,AAPL,155.99,100
205365,172835,AAPL,123.575,50
39021,172835,AAPL,123.575,50
47757,279465,AAPL,145.596,50
47757,174358,AAPL,146.065,50
39021,176388,AAPL,107.357,50
227495,176388,AAPL,107.357,50
293053,159316,AAPL,118.059,50
97797,159316,AAPL,118.059,50
97797,242831,AAPL,131.028,50
3580,152774,AAPL,131.976,100
208970,250254,AAPL,116.101,50
6484,124561,AAPL,119.347,100
42587,122141,AAPL,138.436,100
1533,144718,AAPL,118.82,100
72878,174358,AAPL,146.065,50
72878,124635,AAPL,157.891,50
78685,124635,AAPL,157.891,50
248707,167850,AAPL,159.581,50
78685,167850,AAPL,159.581,50
206956,149638,AAPL,161.022,50
92118,195513,AAPL,161.192,100
41976,168897,AAPL,107.247,100
40418,206046,AAPL,122.211,50
286656,151304,AAPL,122.503,50
40418,151304,AAPL,122.503,50
2551,166131,AAPL,146.694,100
268784,139259,AAPL,108.264,50
215802,139259,AAPL,108.264,50
98167,159772,AAPL,148.415,100
272322,263501,AAPL,149.186,50
56298,146828,AAPL,158.29,100
285193,149638,AAPL,161.022,50
23354,176898,AAPL,161.992,100
10038,269976,AAPL,162.873,50
10038,171125,AAPL,163.936,50
75737,274406,AAPL,124.871,50
75737,195765,AAPL,126.302,50
77616,208251,AAPL,105.554,50
48088,112679,AAPL,107.916,100
77616,228386,AAPL,106.672,50
98392,110352,AAPL,107.248,100
13362,137001,AAPL,118.781,100
201425,246977,AAPL,119.684,50
51605,195765,AAPL,126.302,50
235281,130845,AAPL,135.586,50
51605,130845,AAPL,135.586,50
8019,269755,AAPL,102.221,50
285608,118064,AAPL,103.525,50
8019,118064,AAPL,103.525,50
44296,184240,AAPL,111.538,100
276770,114896,AAPL,119.617,50
76938,114896,AAPL,119.617,50
265069,171125,AAPL,163.936,50
76938,131527,AAPL,166.458,50
73370,195257,AAPL,115.67,100
78999,232247,AAPL,105.962,50
48473,157224,AAPL,107.129,100
61018,243938,AAPL,118.548,50
61018,131527,AAPL,166.458,50
11021,119348,AAPL,156.05,100
218466,171053,AAPL,118.201,50
74026,201925,AAPL,118.386,50
74026,171053,AAPL,118.201,50
9576,162461,AAPL,140.892,100
33518,266332,AAPL,130.698,50
66392,193662,AAPL,135.284,100
83501,248901,AAPL,141.565,50
215304,196619,AAPL,167.695,50
83501,187500,AAPL,168.475,50
33518,122902,AAPL,116.979,50
78999,122902,AAPL,116.979,50
238326,155229,AAPL,101.107,50
16347,220804,AAPL,104.865,50
16347,155229,AAPL,101.107,50
210736,154349,AAPL,150.516,50
16255,154349,AAPL,150.516,50
87854,187500,AAPL,168.475,50
87854,228906,AAPL,170.581,50
16255,219189,AAPL,128.783,50
24347,119439,AAPL,129.772,100
226423,132908,AAPL,147.955,50
55162,132908,AAPL,147.955,50
55162,274446,AAPL,170.988,50
84471,101655,AAPL,102.575,100
91568,268447,AAPL,102.659,50
287534,101211,AAPL,105.661,50
10435,101211,AAPL,105.661,50
92930,114087,AAPL,143.526,100
80396,217565,AAPL,146.401,50
80396,136404,AAPL,165.129,50
241694,162158,AAPL,113.363,50
10435,162158,AAPL,113.363,50
34271,217046,AAPL,106.486,50
86766,111797,AAPL,107.327,100
34271,227851,AAPL,136.527,50
85753,191185,AAPL,138.991,100
8846,189325,AAPL,117.576,100
82424,294996,AAPL,139.084,50
218075,184908,AAPL,139.414,50
82424,184908,AAPL,139.414,50
213080,170982,AAPL,119.908,50
24309,290371,AAPL,120.444,50
24309,170982,AAPL,119.908,50
78491,188474,AAPL,140.461,100
251503,165509,AAPL,163.287,50
18263,186305,AAPL,158.968,100
78520,165509,AAPL,163.287,50
269762,139234,AAPL,164.314,50
78520,139234,AAPL,164.314,50
3165,136404,AAPL,165.129,50
3165,139012,AAPL,170.84,50
219157,148990,AAPL,142.749,50
253146,148990,AAPL,142.749,50
216428,192905,AAPL,148.868,50
220370,192905,AAPL,148.868,50
22667,139012,AAPL,170.84,50
22667,106071,AAPL,171.775,50
84082,138486,AAPL,143.866,100
66929,106071,AAPL,171.775,50
288131,180878,AAPL,173.222,50
66929,116548,AAPL,173.99,50
32420,159346,AAPL,99.1145,100
93259,210947,AAPL,103.996,50
287536,116548,AAPL,173.99,50
5751,129729,AAPL,174.537,100
93259,153918,AAPL,125.018,50
273398,153918,AAPL,125.018,50
81413,117774,AAPL,170.085,100
279465,126856,AAPL,138.324,50
92956,126856,AAPL,138.324,50
92956,139126,AAPL,115.028,50
260715,273855,AAPL,115.213,50
80149,139126,AAPL,115.028,50
82353,124323,AAPL,140.043,100
251477,258860,AAPL,119.914,50
22011,159305,AAPL,121.376,100
11964,157998,AAPL,141.379,100
290306,208520,AAPL,133.135,50
2788,173201,AAPL,134.539,100
30757,115497,AAPL,103.467,100
18751,165736,AAPL,174.567,100
240702,167705,AAPL,174.732,50
80149,211917,AAPL,109.615,50
247395,135205,AAPL,111.125,50
7964,135205,AAPL,111.125,50
295291,149458,AAPL,120.53,50
7964,149458,AAPL,120.53,50
274771,132288,AAPL,174.703,50
20799,167705,AAPL,174.732,50
20799,132288,AAPL,174.703,50
228929,147983,AAPL,133.828,50
6181,298394,AAPL,130.515,50
6181,194409,AAPL,133.207,50
295941,194409,AAPL,133.207,50
29793,147983,AAPL,133.828,50
29793,135587,AAPL,163.607,50
61567,135587,AAPL,163.607,50
235246,243370,AAPL,175.57,50
61567,179690,AAPL,177.514,50
53143,191009,AAPL,126.365,100
57771,222215,AAPL,177.527,50
57771,161591,AAPL,177.718,50
78847,216945,AAPL,132.628,50
78847,162975,AAPL,133.089,50
239875,117281,AAPL,115.535,50
25327,117281,AAPL,115.535,50
9428,162975,AAPL,133.089,50
9428,161591,AAPL,177.718,50
25327,140592,AAPL,121.032,50
49153,255458,AAPL,121.807,50
49153,140592,AAPL,121.032,50
236872,168864,AAPL,177.724,50
71192,208978,AAPL,177.811,50
71192,168864,AAPL,177.724,50
64091,248250,AAPL,178.612,50
64091,137114,AAPL,178.798,50
28484,137114,AAPL,178.798,50
28484,226210,AAPL,178.812,50
212585,165407,AAPL,163.506,50
67455,165407,AAPL,163.506,50
67455,119986,AAPL,127.612,50
53810,299257,AAPL,129.06,50
53810,119986,AAPL,127.612,50
94011,247450,AAPL,133.837,50
94011,196072,AAPL,134.622,50
263101,196072,AAPL,134.622,50
44317,174537,AAPL,139.347,100
87828,217184,AAPL,147.344,50
87828,111204,AAPL,149.407,50
96003,143385,AAPL,100.884,100
36258,120964,AAPL,128.666,100
57509,111204,AAPL,149.407,50
57509,252888,AAPL,157.062,50
282669,155366,AAPL,141.632,50
27241,155366,AAPL,141.632,50
27241,171884,AAPL,98.3845,50
288837,171884,AAPL,98.3845,50
81851,157051,AAPL,144.492,100
231660,131354,AAPL,108.376,50
37329,131354,AAPL,108.376,50
37329,118704,AAPL,111.78,50
98697,118704,AAPL,111.78,50
98697,247732,AAPL,110.794,50
90176,100323,AAPL,112.731,100
282060,228762,AAPL,144.936,50
56375,120696,AAPL,159.797,100
291308,210471,AAPL,106.835,50
23307,180824,AAPL,107.579,100
250707,229519,AAPL,175.689,50
40579,159189,AAPL,176.591,100
94010,147329,AAPL,134.194,100
38954,110959,AAPL,140.365,100
265238,163558,AAPL,100.392,50
285508,268837,AAPL,106.394,50
53914,163558,AAPL,100.392,50
288723,296914,AAPL,175.679,50
85700,116614,AAPL,175.719,100
51816,216336,AAPL,177.433,50
51816,214107,AAPL,178.831,50
53914,116220,AAPL,103.137,50
5611,116220,AAPL,103.137,50
94909,141238,AAPL,179.005,100
15546,128487,AAPL,153.297,100
89348,272633,AAPL,154.756,50
89348,272612,AAPL,157.806,50
36221,170392,AAPL,115.131,100
73871,274222,AAPL,126.81,50
242227,196504,AAPL,127.36,50
73871,196504,AAPL,127.36,50
16134,159789,AAPL,153.57,100
94223,150799,AAPL,160.478,100
202393,203818,AAPL,179.096,50
77364,190591,AAPL,179.298,100
269168,168966,AAPL,118.327,50
83778,168966,AAPL,118.327,50
234555,199901,AAPL,179.416,50
83778,199901,AAPL,179.416,50
10799,140584,AAPL,135.327,100
238319,219330,AAPL,101.783,50
48850,173797,AAPL,107.068,100
1489,290800,AAPL,123.425,50
1489,196382,AAPL,123.425,50
46276,196382,AAPL,123.425,50
46276,229153,AAPL,160.581,50
20567,127046,AAPL,160.89,100
212109,144298,AAPL,98.7858,50
5611,266118,AAPL,101.946,50
1070,144298,AAPL,98.7858,50
2073,176263,AAPL,166.721,100
248505,246728,AAPL,174.906,50
97565,169818,AAPL,175.051,100
70347,170496,AAPL,177.296,100
212496,103766,AAPL,179.837,50
289358,103766,AAPL,179.837,50
5058,255630,AAPL,179.896,50
5058,170887,AAPL,180.49,50
95593,101094,AAPL,148.176,100
49109,222523,AAPL,137.346,50
20896,122218,AAPL,140.268,100
284294,276699,AAPL,151.235,50
87618,122590,AAPL,155.613,100
216586,296296,AAPL,157.584,50
7882,139609,AAPL,171.892,100
48305,220734,AAPL,172.191,50
48305,146053,AAPL,119.071,50
61153,246896,AAPL,121.659,50
61153,146053,AAPL,119.071,50
49109,181894,AAPL,102.457,50
60182,181894,AAPL,102.457,50
32620,288315,AAPL,173.018,50
32620,109339,AAPL,174.565,50
281216,109339,AAPL,174.565,50
26645,122980,AAPL,116.889,100
60182,178673,AAPL,105.017,50
256391,178673,AAPL,105.017,50
288849,156757,AAPL,145.926,50
35244,156757,AAPL,145.926,50
3812,152978,AAPL,164.649,100
27597,274069,AAPL,164.917,50
27597,153156,AAPL,176.325,50
98673,140194,AAPL,155.097,100
35244,115260,AAPL,140.679,50
26865,115260,AAPL,140.679,50
26865,153538,AAPL,125.787,50
261806,244774,AAPL,125.9,50
70114,153538,AAPL,125.787,50
62286,261727,AAPL,158.872,50
62286,200255,AAPL,171.792,50
21236,110619,AAPL,160.271,100
287236,238863,AAPL,145.065,50
99278,104719,AAPL,149.648,100
258261,145143,AAPL,174.899,50
43316,105987,AAPL,165.869,100
49730,208414,AAPL,167.977,50
49730,141616,AAPL,139.384,50
50073,141616,AAPL,139.384,50
76451,174883,AAPL,161.936,100
54194,240865,AAPL,172.252,50
275909,145143,AAPL,174.899,50
54194,153156,AAPL,176.325,50
289888,119640,AAPL,134.61,50
50073,234646,AAPL,136.075,50
230123,119640,AAPL,134.61,50
72589,143280,AAPL,123.445,100
16701,237215,AAPL,124.598,50
262381,187660,AAPL,171.989,50
9246,187660,AAPL,171.989,50
9246,171054,AAPL,121.412,50
16701,171054,AAPL,121.412,50
21459,124791,AAPL,176.562,100
73515,195153,AAPL,165.696,100
229189,103940,AAPL,176.857,50
40610,136868,AAPL,177.382,100
218916,112660,AAPL,132.31,50
222958,112660,AAPL,132.31,50
68735,134697,AAPL,132.111,100
48145,103940,AAPL,176.857,50
205740,285079,AAPL,177.59,50
48145,205177,AAPL,178.846,50
225559,137835,AAPL,117.583,50
18121,137835,AAPL,117.583,50
259264,149294,AAPL,110.209,50
84829,149294,AAPL,110.209,50
84829,146768,AAPL,108.646,50
18121,217155,AAPL,111.834,50
70114,146768,AAPL,108.646,50
2056,114641,AAPL,155.835,100
263645,189012,AAPL,179.228,50
21995,199972,AAPL,112.901,100
51103,268689,AAPL,115.39,50
51103,111485,AAPL,121.75,50
86264,111485,AAPL,121.75,50
86264,215709,AAPL,177.488,50
261792,178849,AAPL,128.393,50
45146,172932,AAPL,126.283,100
246426,111735,AAPL,112.747,50
288051,111735,AAPL,112.747,50
